TOP.5fe6a037.000b1094	START
TOP.5fe7bc68.000d6f00	user_options->outfile_check_timer	5
TOP.5fe7bc68.000d6f00	user_options->outfile_format	3
TOP.5fe7bc68.000d6f00	user_options->wordlist_autohex_disable	0
TOP.5fe7bc68.000d6f00	user_options->potfile_disable	0
TOP.5fe7bc68.000d6f00	user_options->progress_only	0
TOP.5fe7bc68.000d6f00	user_options->quiet	0
TOP.5fe7bc68.000d6f00	user_options->remove	0
TOP.5fe7bc68.000d6f00	user_options->remove_timer	60
TOP.5fe7bc68.000d6f00	user_options->restore	0
TOP.5fe7bc68.000d6f00	user_options->restore_disable	0
TOP.5fe7bc68.000d6f00	user_options->restore_timer	60
TOP.5fe7bc68.000d6f00	user_options->rp_files_cnt	0
TOP.5fe7bc68.000d6f00	user_options->rp_gen	0
TOP.5fe7bc68.000d6f00	user_options->rp_gen_func_max	4
TOP.5fe7bc68.000d6f00	user_options->rp_gen_func_min	1
TOP.5fe7bc68.000d6f00	user_options->rp_gen_seed	0
TOP.5fe7bc68.000d6f00	user_options->runtime	0
TOP.5fe7bc68.000d6f00	user_options->scrypt_tmto	0
TOP.5fe7bc68.000d6f00	user_options->segment_size	33554432
TOP.5fe7bc68.000d6f00	user_options->self_test_disable	0
TOP.5fe7bc68.000d6f00	user_options->slow_candidates	0
TOP.5fe7bc68.000d6f00	user_options->show	0
TOP.5fe7bc68.000d6f00	user_options->speed_only	0
TOP.5fe7bc68.000d6f00	user_options->spin_damp	0
TOP.5fe7bc68.000d6f00	user_options->status	0
TOP.5fe7bc68.000d6f00	user_options->status_json	0
TOP.5fe7bc68.000d6f00	user_options->status_timer	10
TOP.5fe7bc68.000d6f00	user_options->stdout_flag	0
TOP.5fe7bc68.000d6f00	user_options->usage	0
TOP.5fe7bc68.000d6f00	user_options->username	0
TOP.5fe7bc68.000d6f00	user_options->veracrypt_pim_start	485
TOP.5fe7bc68.000d6f00	user_options->veracrypt_pim_stop	485
TOP.5fe7bc68.000d6f00	user_options->version	0
TOP.5fe7bc68.000d6f00	user_options->workload_profile	2
TOP.5fe7bc68.000d6f00	user_options->brain_client	0
TOP.5fe7bc68.000d6f00	user_options->brain_client_features	2
TOP.5fe7bc68.000d6f00	user_options->brain_server	0
TOP.5fe7bc68.000d6f00	user_options->brain_server_timer	300
TOP.5fe7bc68.000d6f00	user_options->brain_port	6863
TOP.5fe7bc68.000d6f00	user_options->brain_session	0
TOP.5fe7bc68.000d6f00	hashes->hashlist_mode	2
TOP.5fe7bc68.000d6f00	hashes->hashlist_format	0
TOP.5fe7bc68.000d6f00	hashes->hashes_cnt	0
TOP.5fe7bc68.000d6f00	hashes->digests_cnt	1
TOP.5fe7bc68.000d6f00	hashes->digests_done	0
TOP.5fe7bc68.000d6f00	hashes->salts_cnt	1
TOP.5fe7bc68.000d6f00	hashes->salts_done	0
TOP.5fe7bc68.000d6f00	SUB.5fe7bc69.00019aa6	START
TOP.5fe7bc68.000d6f00	SUB.5fe7bc69.00019aa6	straight_ctx->dict	..\wordlists\wordlist1.txt
TOP.5fe7bc68.000d6f00	SUB.5fe7bc69.00019aa6	runtime_start	1609022569
TOP.5fe7bc68.000d6f00	SUB.5fe7bc69.00019aa6	runtime_stop	1609022569
TOP.5fe7bc68.000d6f00	SUB.5fe7bc69.00019aa6	status-after-work	5
TOP.5fe7bc68.000d6f00	SUB.5fe7bc69.00019aa6	STOP
TOP.5fe7bc68.000d6f00	proc_start	1609022568
TOP.5fe7bc68.000d6f00	proc_stop	1609022570
TOP.5fe7bc68.000d6f00	STOP
TOP.5fe7bc81.00021211	START
TOP.5fe7bc81.00021211	folder_config->cwd	F:\D_Data\neehackAgent\hashcat
TOP.5fe7bc81.00021211	folder_config->install_dir	.
TOP.5fe7bc81.00021211	folder_config->profile_dir	.
TOP.5fe7bc81.00021211	folder_config->session_dir	.
TOP.5fe7bc81.00021211	folder_config->shared_dir	.
TOP.5fe7bc81.00021211	user_options->separator	:
TOP.5fe7bc81.00021211	user_options->encoding_from	utf-8
TOP.5fe7bc81.00021211	user_options->encoding_to	utf-8
TOP.5fe7bc81.00021211	user_options->rule_buf_l	:
TOP.5fe7bc81.00021211	user_options->rule_buf_r	:
TOP.5fe7bc81.00021211	user_options->session	hashcat
TOP.5fe7bc81.00021211	user_options->limit	0
TOP.5fe7bc81.00021211	user_options->skip	0
TOP.5fe7bc81.00021211	user_options->attack_mode	0
TOP.5fe7bc81.00021211	user_options->benchmark	0
TOP.5fe7bc81.00021211	user_options->benchmark_all	0
TOP.5fe7bc81.00021211	user_options->bitmap_max	18
TOP.5fe7bc81.00021211	user_options->bitmap_min	16
TOP.5fe7bc81.00021211	user_options->debug_mode	0
TOP.5fe7bc81.00021211	user_options->example_hashes	0
TOP.5fe7bc81.00021211	user_options->force	0
TOP.5fe7bc81.00021211	user_options->hwmon_disable	0
TOP.5fe7bc81.00021211	user_options->hwmon_temp_abort	90
TOP.5fe7bc81.00021211	user_options->hash_mode	0
TOP.5fe7bc81.00021211	user_options->hex_charset	0
TOP.5fe7bc81.00021211	user_options->hex_salt	0
TOP.5fe7bc81.00021211	user_options->hex_wordlist	0
TOP.5fe7bc81.00021211	user_options->hook_threads	32
TOP.5fe7bc81.00021211	user_options->increment	0
TOP.5fe7bc81.00021211	user_options->increment_max	256
TOP.5fe7bc81.00021211	user_options->increment_min	1
TOP.5fe7bc81.00021211	user_options->keep_guessing	0
TOP.5fe7bc81.00021211	user_options->kernel_accel	0
TOP.5fe7bc81.00021211	user_options->kernel_loops	0
TOP.5fe7bc81.00021211	user_options->kernel_threads	0
TOP.5fe7bc81.00021211	user_options->keyspace	0
TOP.5fe7bc81.00021211	user_options->left	0
TOP.5fe7bc81.00021211	user_options->logfile_disable	0
TOP.5fe7bc81.00021211	user_options->loopback	0
TOP.5fe7bc81.00021211	user_options->machine_readable	0
TOP.5fe7bc81.00021211	user_options->markov_classic	0
TOP.5fe7bc81.00021211	user_options->markov_disable	0
TOP.5fe7bc81.00021211	user_options->markov_threshold	256
TOP.5fe7bc81.00021211	user_options->backend_info	0
TOP.5fe7bc81.00021211	user_options->backend_vector_width	0
TOP.5fe7bc81.00021211	user_options->optimized_kernel_enable	0
TOP.5fe7bc81.00021211	user_options->outfile_autohex	1
TOP.5fe7bc81.00021211	user_options->outfile_check_timer	5
TOP.5fe7bc81.00021211	user_options->outfile_format	3
TOP.5fe7bc81.00021211	user_options->wordlist_autohex_disable	0
TOP.5fe7bc81.00021211	user_options->potfile_disable	0
TOP.5fe7bc81.00021211	user_options->progress_only	0
TOP.5fe7bc81.00021211	user_options->quiet	0
TOP.5fe7bc81.00021211	user_options->remove	0
TOP.5fe7bc81.00021211	user_options->remove_timer	60
TOP.5fe7bc81.00021211	user_options->restore	0
TOP.5fe7bc81.00021211	user_options->restore_disable	0
TOP.5fe7bc81.00021211	user_options->restore_timer	60
TOP.5fe7bc81.00021211	user_options->rp_files_cnt	0
TOP.5fe7bc81.00021211	user_options->rp_gen	0
TOP.5fe7bc81.00021211	user_options->rp_gen_func_max	4
TOP.5fe7bc81.00021211	user_options->rp_gen_func_min	1
TOP.5fe7bc81.00021211	user_options->rp_gen_seed	0
TOP.5fe7bc81.00021211	user_options->runtime	0
TOP.5fe7bc81.00021211	user_options->scrypt_tmto	0
TOP.5fe7bc81.00021211	user_options->segment_size	33554432
TOP.5fe7bc81.00021211	user_options->self_test_disable	0
TOP.5fe7bc81.00021211	user_options->slow_candidates	0
TOP.5fe7bc81.00021211	user_options->show	0
TOP.5fe7bc81.00021211	user_options->speed_only	0
TOP.5fe7bc81.00021211	user_options->spin_damp	0
TOP.5fe7bc81.00021211	user_options->status	0
TOP.5fe7bc81.00021211	user_options->status_json	0
TOP.5fe7bc81.00021211	user_options->status_timer	10
TOP.5fe7bc81.00021211	user_options->stdout_flag	0
TOP.5fe7bc81.00021211	user_options->usage	0
TOP.5fe7bc81.00021211	user_options->username	0
TOP.5fe7bc81.00021211	user_options->veracrypt_pim_start	485
TOP.5fe7bc81.00021211	user_options->veracrypt_pim_stop	485
TOP.5fe7bc81.00021211	user_options->version	0
TOP.5fe7bc81.00021211	user_options->workload_profile	2
TOP.5fe7bc81.00021211	user_options->brain_client	0
TOP.5fe7bc81.00021211	user_options->brain_client_features	2
TOP.5fe7bc81.00021211	user_options->brain_server	0
TOP.5fe7bc81.00021211	user_options->brain_server_timer	300
TOP.5fe7bc81.00021211	user_options->brain_port	6863
TOP.5fe7bc81.00021211	user_options->brain_session	0
TOP.5fe7bc81.00021211	hashes->hashlist_mode	2
TOP.5fe7bc81.00021211	hashes->hashlist_format	0
TOP.5fe7bc81.00021211	hashes->hashes_cnt	0
TOP.5fe7bc81.00021211	hashes->digests_cnt	1
TOP.5fe7bc81.00021211	hashes->digests_done	0
TOP.5fe7bc81.00021211	hashes->salts_cnt	1
TOP.5fe7bc81.00021211	hashes->salts_done	0
TOP.5fe7bc81.00021211	SUB.5fe7bc81.000559d2	START
TOP.5fe7bc81.00021211	SUB.5fe7bc81.000559d2	straight_ctx->dict	..\wordlists\wordlist1.txt
TOP.5fe7bc81.00021211	SUB.5fe7bc81.000559d2	runtime_start	1609022593
TOP.5fe7bc81.00021211	SUB.5fe7bc81.000559d2	runtime_stop	1609022593
TOP.5fe7bc81.00021211	SUB.5fe7bc81.000559d2	status-after-work	5
TOP.5fe7bc81.00021211	SUB.5fe7bc81.000559d2	STOP
TOP.5fe7bc81.00021211	proc_start	1609022593
TOP.5fe7bc81.00021211	proc_stop	1609022594
TOP.5fe7bc81.00021211	STOP
TOP.5fe7bc99.0004c976	START
TOP.5fe7bc99.0004c976	folder_config->cwd	F:\D_Data\neehackAgent\hashcat
TOP.5fe7bc99.0004c976	folder_config->install_dir	.
TOP.5fe7bc99.0004c976	folder_config->profile_dir	.
TOP.5fe7bc99.0004c976	folder_config->session_dir	.
TOP.5fe7bc99.0004c976	folder_config->shared_dir	.
TOP.5fe7bc99.0004c976	user_options->separator	:
TOP.5fe7bc99.0004c976	user_options->encoding_from	utf-8
TOP.5fe7bc99.0004c976	user_options->encoding_to	utf-8
TOP.5fe7bc99.0004c976	user_options->rule_buf_l	:
TOP.5fe7bc99.0004c976	user_options->rule_buf_r	:
TOP.5fe7bc99.0004c976	user_options->session	hashcat
TOP.5fe7bc99.0004c976	user_options->limit	0
TOP.5fe7bc99.0004c976	user_options->skip	0
TOP.5fe7bc99.0004c976	user_options->attack_mode	0
TOP.5fe7bc99.0004c976	user_options->benchmark	0
TOP.5fe7bc99.0004c976	user_options->benchmark_all	0
TOP.5fe7bc99.0004c976	user_options->bitmap_max	18
TOP.5fe7bc99.0004c976	user_options->bitmap_min	16
TOP.5fe7bc99.0004c976	user_options->debug_mode	0
TOP.5fe7bc99.0004c976	user_options->example_hashes	0
TOP.5fe7bc99.0004c976	user_options->force	0
TOP.5fe7bc99.0004c976	user_options->hwmon_disable	0
TOP.5fe7bc99.0004c976	user_options->hwmon_temp_abort	90
TOP.5fe7bc99.0004c976	user_options->hash_mode	0
TOP.5fe7bc99.0004c976	user_options->hex_charset	0
TOP.5fe7bc99.0004c976	user_options->hex_salt	0
TOP.5fe7bc99.0004c976	user_options->hex_wordlist	0
TOP.5fe7bc99.0004c976	user_options->hook_threads	32
TOP.5fe7bc99.0004c976	user_options->increment	0
TOP.5fe7bc99.0004c976	user_options->increment_max	256
TOP.5fe7bc99.0004c976	user_options->increment_min	1
TOP.5fe7bc99.0004c976	user_options->keep_guessing	0
TOP.5fe7bc99.0004c976	user_options->kernel_accel	0
TOP.5fe7bc99.0004c976	user_options->kernel_loops	0
TOP.5fe7bc99.0004c976	user_options->kernel_threads	0
TOP.5fe7bc99.0004c976	user_options->keyspace	0
TOP.5fe7bc99.0004c976	user_options->left	0
TOP.5fe7bc99.0004c976	user_options->logfile_disable	0
TOP.5fe7bc99.0004c976	user_options->loopback	0
TOP.5fe7bc99.0004c976	user_options->machine_readable	0
TOP.5fe7bc99.0004c976	user_options->markov_classic	0
TOP.5fe7bc99.0004c976	user_options->markov_disable	0
TOP.5fe7bc99.0004c976	user_options->markov_threshold	256
TOP.5fe7bc99.0004c976	user_options->backend_info	0
TOP.5fe7bc99.0004c976	user_options->backend_vector_width	0
TOP.5fe7bc99.0004c976	user_options->optimized_kernel_enable	0
TOP.5fe7bc99.0004c976	user_options->outfile_autohex	1
TOP.5fe7bc99.0004c976	user_options->outfile_check_timer	5
TOP.5fe7bc99.0004c976	user_options->outfile_format	3
TOP.5fe7bc99.0004c976	user_options->wordlist_autohex_disable	0
TOP.5fe7bc99.0004c976	user_options->potfile_disable	0
TOP.5fe7bc99.0004c976	user_options->progress_only	0
TOP.5fe7bc99.0004c976	user_options->quiet	0
TOP.5fe7bc99.0004c976	user_options->remove	0
TOP.5fe7bc99.0004c976	user_options->remove_timer	60
TOP.5fe7bc99.0004c976	user_options->restore	0
TOP.5fe7bc99.0004c976	user_options->restore_disable	0
TOP.5fe7bc99.0004c976	user_options->restore_timer	60
TOP.5fe7bc99.0004c976	user_options->rp_files_cnt	0
TOP.5fe7bc99.0004c976	user_options->rp_gen	0
TOP.5fe7bc99.0004c976	user_options->rp_gen_func_max	4
TOP.5fe7bc99.0004c976	user_options->rp_gen_func_min	1
TOP.5fe7bc99.0004c976	user_options->rp_gen_seed	0
TOP.5fe7bc99.0004c976	user_options->runtime	0
TOP.5fe7bc99.0004c976	user_options->scrypt_tmto	0
TOP.5fe7bc99.0004c976	user_options->segment_size	33554432
TOP.5fe7bc99.0004c976	user_options->self_test_disable	0
TOP.5fe7bc99.0004c976	user_options->slow_candidates	0
TOP.5fe7bc99.0004c976	user_options->show	0
TOP.5fe7bc99.0004c976	user_options->speed_only	0
TOP.5fe7bc99.0004c976	user_options->spin_damp	0
TOP.5fe7bc99.0004c976	user_options->status	0
TOP.5fe7bc99.0004c976	user_options->status_json	0
TOP.5fe7bc99.0004c976	user_options->status_timer	10
TOP.5fe7bc99.0004c976	user_options->stdout_flag	0
TOP.5fe7bc99.0004c976	user_options->usage	0
TOP.5fe7bc99.0004c976	user_options->username	0
TOP.5fe7bc99.0004c976	user_options->veracrypt_pim_start	485
TOP.5fe7bc99.0004c976	user_options->veracrypt_pim_stop	485
TOP.5fe7bc99.0004c976	user_options->version	0
TOP.5fe7bc99.0004c976	user_options->workload_profile	2
TOP.5fe7bc99.0004c976	user_options->brain_client	0
TOP.5fe7bc99.0004c976	user_options->brain_client_features	2
TOP.5fe7bc99.0004c976	user_options->brain_server	0
TOP.5fe7bc99.0004c976	user_options->brain_server_timer	300
TOP.5fe7bc99.0004c976	user_options->brain_port	6863
TOP.5fe7bc99.0004c976	user_options->brain_session	0
TOP.5fe7bc99.0004c976	hashes->hashlist_mode	2
TOP.5fe7bc99.0004c976	hashes->hashlist_format	0
TOP.5fe7bc99.0004c976	hashes->hashes_cnt	0
TOP.5fe7bc99.0004c976	hashes->digests_cnt	1
TOP.5fe7bc99.0004c976	hashes->digests_done	0
TOP.5fe7bc99.0004c976	hashes->salts_cnt	1
TOP.5fe7bc99.0004c976	hashes->salts_done	0
TOP.5fe7bc99.0004c976	SUB.5fe7bc99.0008981d	START
TOP.5fe7bc99.0004c976	SUB.5fe7bc99.0008981d	straight_ctx->dict	..\wordlists\wordlist1.txt
TOP.5fe7bc99.0004c976	SUB.5fe7bc99.0008981d	runtime_start	1609022617
TOP.5fe7bc99.0004c976	SUB.5fe7bc99.0008981d	runtime_stop	1609022618
TOP.5fe7bc99.0004c976	SUB.5fe7bc99.0008981d	status-after-work	5
TOP.5fe7bc99.0004c976	SUB.5fe7bc99.0008981d	STOP
TOP.5fe7bc99.0004c976	proc_start	1609022617
TOP.5fe7bc99.0004c976	proc_stop	1609022619
TOP.5fe7bc99.0004c976	STOP
TOP.5fe7bcb1.000d9612	START
TOP.5fe7bcb1.000d9612	folder_config->cwd	F:\D_Data\neehackAgent\hashcat
TOP.5fe7bcb1.000d9612	folder_config->install_dir	.
TOP.5fe7bcb1.000d9612	folder_config->profile_dir	.
TOP.5fe7bcb1.000d9612	folder_config->session_dir	.
TOP.5fe7bcb1.000d9612	folder_config->shared_dir	.
TOP.5fe7bcb1.000d9612	user_options->separator	:
TOP.5fe7bcb1.000d9612	user_options->encoding_from	utf-8
TOP.5fe7bcb1.000d9612	user_options->encoding_to	utf-8
TOP.5fe7bcb1.000d9612	user_options->rule_buf_l	:
TOP.5fe7bcb1.000d9612	user_options->rule_buf_r	:
TOP.5fe7bcb1.000d9612	user_options->session	hashcat
TOP.5fe7bcb1.000d9612	user_options->limit	0
TOP.5fe7bcb1.000d9612	user_options->skip	0
TOP.5fe7bcb1.000d9612	user_options->attack_mode	0
TOP.5fe7bcb1.000d9612	user_options->benchmark	0
TOP.5fe7bcb1.000d9612	user_options->benchmark_all	0
TOP.5fe7bcb1.000d9612	user_options->bitmap_max	18
TOP.5fe7bcb1.000d9612	user_options->bitmap_min	16
TOP.5fe7bcb1.000d9612	user_options->debug_mode	0
TOP.5fe7bcb1.000d9612	user_options->example_hashes	0
TOP.5fe7bcb1.000d9612	user_options->force	0
TOP.5fe7bcb1.000d9612	user_options->hwmon_disable	0
TOP.5fe7bcb1.000d9612	user_options->hwmon_temp_abort	90
TOP.5fe7bcb1.000d9612	user_options->hash_mode	0
TOP.5fe7bcb1.000d9612	user_options->hex_charset	0
TOP.5fe7bcb1.000d9612	user_options->hex_salt	0
TOP.5fe7bcb1.000d9612	user_options->hex_wordlist	0
TOP.5fe7bcb1.000d9612	user_options->hook_threads	32
TOP.5fe7bcb1.000d9612	user_options->increment	0
TOP.5fe7bcb1.000d9612	user_options->increment_max	256
TOP.5fe7bcb1.000d9612	user_options->increment_min	1
TOP.5fe7bcb1.000d9612	user_options->keep_guessing	0
TOP.5fe7bcb1.000d9612	user_options->kernel_accel	0
TOP.5fe7bcb1.000d9612	user_options->kernel_loops	0
TOP.5fe7bcb1.000d9612	user_options->kernel_threads	0
TOP.5fe7bcb1.000d9612	user_options->keyspace	0
TOP.5fe7bcb1.000d9612	user_options->left	0
TOP.5fe7bcb1.000d9612	user_options->logfile_disable	0
TOP.5fe7bcb1.000d9612	user_options->loopback	0
TOP.5fe7bcb1.000d9612	user_options->machine_readable	0
TOP.5fe7bcb1.000d9612	user_options->markov_classic	0
TOP.5fe7bcb1.000d9612	user_options->markov_disable	0
TOP.5fe7bcb1.000d9612	user_options->markov_threshold	256
TOP.5fe7bcb1.000d9612	user_options->backend_info	0
TOP.5fe7bcb1.000d9612	user_options->backend_vector_width	0
TOP.5fe7bcb1.000d9612	user_options->optimized_kernel_enable	0
TOP.5fe7bcb1.000d9612	user_options->outfile_autohex	1
TOP.5fe7bcb1.000d9612	user_options->outfile_check_timer	5
TOP.5fe7bcb1.000d9612	user_options->outfile_format	3
TOP.5fe7bcb1.000d9612	user_options->wordlist_autohex_disable	0
TOP.5fe7bcb1.000d9612	user_options->potfile_disable	0
TOP.5fe7bcb1.000d9612	user_options->progress_only	0
TOP.5fe7bcb1.000d9612	user_options->quiet	0
TOP.5fe7bcb1.000d9612	user_options->remove	0
TOP.5fe7bcb1.000d9612	user_options->remove_timer	60
TOP.5fe7bcb1.000d9612	user_options->restore	0
TOP.5fe7bcb1.000d9612	user_options->restore_disable	0
TOP.5fe7bcb1.000d9612	user_options->restore_timer	60
TOP.5fe7bcb1.000d9612	user_options->rp_files_cnt	0
TOP.5fe7bcb1.000d9612	user_options->rp_gen	0
TOP.5fe7bcb1.000d9612	user_options->rp_gen_func_max	4
TOP.5fe7bcb1.000d9612	user_options->rp_gen_func_min	1
TOP.5fe7bcb1.000d9612	user_options->rp_gen_seed	0
TOP.5fe7bcb1.000d9612	user_options->runtime	0
TOP.5fe7bcb1.000d9612	user_options->scrypt_tmto	0
TOP.5fe7bcb1.000d9612	user_options->segment_size	33554432
TOP.5fe7bcb1.000d9612	user_options->self_test_disable	0
TOP.5fe7bcb1.000d9612	user_options->slow_candidates	0
TOP.5fe7bcb1.000d9612	user_options->show	0
TOP.5fe7bcb1.000d9612	user_options->speed_only	0
TOP.5fe7bcb1.000d9612	user_options->spin_damp	0
TOP.5fe7bcb1.000d9612	user_options->status	0
TOP.5fe7bcb1.000d9612	user_options->status_json	0
TOP.5fe7bcb1.000d9612	user_options->status_timer	10
TOP.5fe7bcb1.000d9612	user_options->stdout_flag	0
TOP.5fe7bcb1.000d9612	user_options->usage	0
TOP.5fe7bcb1.000d9612	user_options->username	0
TOP.5fe7bcb1.000d9612	user_options->veracrypt_pim_start	485
TOP.5fe7bcb1.000d9612	user_options->veracrypt_pim_stop	485
TOP.5fe7bcb1.000d9612	user_options->version	0
TOP.5fe7bcb1.000d9612	user_options->workload_profile	2
TOP.5fe7bcb1.000d9612	user_options->brain_client	0
TOP.5fe7bcb1.000d9612	user_options->brain_client_features	2
TOP.5fe7bcb1.000d9612	user_options->brain_server	0
TOP.5fe7bcb1.000d9612	user_options->brain_server_timer	300
TOP.5fe7bcb1.000d9612	user_options->brain_port	6863
TOP.5fe7bcb1.000d9612	user_options->brain_session	0
TOP.5fe7bcb1.000d9612	hashes->hashlist_mode	2
TOP.5fe7bcb1.000d9612	hashes->hashlist_format	0
TOP.5fe7bcb1.000d9612	hashes->hashes_cnt	0
TOP.5fe7bcb1.000d9612	hashes->digests_cnt	1
TOP.5fe7bcb1.000d9612	hashes->digests_done	0
TOP.5fe7bcb1.000d9612	hashes->salts_cnt	1
TOP.5fe7bcb1.000d9612	hashes->salts_done	0
TOP.5fe7bcb1.000d9612	SUB.5fe7bcb2.0001f357	START
TOP.5fe7bcb1.000d9612	SUB.5fe7bcb2.0001f357	straight_ctx->dict	..\wordlists\wordlist1.txt
TOP.5fe7bcb1.000d9612	SUB.5fe7bcb2.0001f357	runtime_start	1609022642
TOP.5fe7bcb1.000d9612	SUB.5fe7bcb2.0001f357	runtime_stop	1609022642
TOP.5fe7bcb1.000d9612	SUB.5fe7bcb2.0001f357	status-after-work	5
TOP.5fe7bcb1.000d9612	SUB.5fe7bcb2.0001f357	STOP
TOP.5fe7bd0a.000ab8a8	START
TOP.5fe7bd0a.000ab8a8	folder_config->cwd	F:\D_Data\neehackAgent\hashcat
TOP.5fe7bd0a.000ab8a8	folder_config->install_dir	.
TOP.5fe7bd0a.000ab8a8	folder_config->profile_dir	.
TOP.5fe7bd0a.000ab8a8	folder_config->session_dir	.
TOP.5fe7bd0a.000ab8a8	folder_config->shared_dir	.
TOP.5fe7bd0a.000ab8a8	user_options->separator	:
TOP.5fe7bd0a.000ab8a8	user_options->encoding_from	utf-8
TOP.5fe7bd0a.000ab8a8	user_options->encoding_to	utf-8
TOP.5fe7bd0a.000ab8a8	user_options->rule_buf_l	:
TOP.5fe7bd0a.000ab8a8	user_options->rule_buf_r	:
TOP.5fe7bd0a.000ab8a8	user_options->session	hashcat
TOP.5fe7bd0a.000ab8a8	user_options->limit	0
TOP.5fe7bd0a.000ab8a8	user_options->skip	0
TOP.5fe7bd0a.000ab8a8	user_options->attack_mode	0
TOP.5fe7bd0a.000ab8a8	user_options->benchmark	0
TOP.5fe7bd0a.000ab8a8	user_options->benchmark_all	0
TOP.5fe7bd0a.000ab8a8	user_options->bitmap_max	18
TOP.5fe7bd0a.000ab8a8	user_options->bitmap_min	16
TOP.5fe7bd0a.000ab8a8	user_options->debug_mode	0
TOP.5fe7bd0a.000ab8a8	user_options->example_hashes	0
TOP.5fe7bd0a.000ab8a8	user_options->force	0
TOP.5fe7bd0a.000ab8a8	user_options->hwmon_disable	0
TOP.5fe7bd0a.000ab8a8	user_options->hwmon_temp_abort	90
TOP.5fe7bd0a.000ab8a8	user_options->hash_mode	0
TOP.5fe7bd0a.000ab8a8	user_options->hex_charset	0
TOP.5fe7bd0a.000ab8a8	user_options->hex_salt	0
TOP.5fe7bd0a.000ab8a8	user_options->hex_wordlist	0
TOP.5fe7bd0a.000ab8a8	user_options->hook_threads	32
TOP.5fe7bd0a.000ab8a8	user_options->increment	0
TOP.5fe7bd0a.000ab8a8	user_options->increment_max	256
TOP.5fe7bd0a.000ab8a8	user_options->increment_min	1
TOP.5fe7bd0a.000ab8a8	user_options->keep_guessing	0
TOP.5fe7bd0a.000ab8a8	user_options->kernel_accel	0
TOP.5fe7bd0a.000ab8a8	user_options->kernel_loops	0
TOP.5fe7bd0a.000ab8a8	user_options->kernel_threads	0
TOP.5fe7bd0a.000ab8a8	user_options->keyspace	0
TOP.5fe7bd0a.000ab8a8	user_options->left	0
TOP.5fe7bd0a.000ab8a8	user_options->logfile_disable	0
TOP.5fe7bd0a.000ab8a8	user_options->loopback	0
TOP.5fe7bd0a.000ab8a8	user_options->machine_readable	0
TOP.5fe7bd0a.000ab8a8	user_options->markov_classic	0
TOP.5fe7bd0a.000ab8a8	user_options->markov_disable	0
TOP.5fe7bd0a.000ab8a8	user_options->markov_threshold	256
TOP.5fe7bd0a.000ab8a8	user_options->backend_info	0
TOP.5fe7bd0a.000ab8a8	user_options->backend_vector_width	0
TOP.5fe7bd0a.000ab8a8	user_options->optimized_kernel_enable	0
TOP.5fe7bd0a.000ab8a8	user_options->outfile_autohex	1
TOP.5fe7bd0a.000ab8a8	user_options->outfile_check_timer	5
TOP.5fe7bd0a.000ab8a8	user_options->outfile_format	3
TOP.5fe7bd0a.000ab8a8	user_options->wordlist_autohex_disable	0
TOP.5fe7bd0a.000ab8a8	user_options->potfile_disable	0
TOP.5fe7bd0a.000ab8a8	user_options->progress_only	0
TOP.5fe7bd0a.000ab8a8	user_options->quiet	0
TOP.5fe7bd0a.000ab8a8	user_options->remove	0
TOP.5fe7bd0a.000ab8a8	user_options->remove_timer	60
TOP.5fe7bd0a.000ab8a8	user_options->restore	0
TOP.5fe7bd0a.000ab8a8	user_options->restore_disable	0
TOP.5fe7bd0a.000ab8a8	user_options->restore_timer	60
TOP.5fe7bd0a.000ab8a8	user_options->rp_files_cnt	0
TOP.5fe7bd0a.000ab8a8	user_options->rp_gen	0
TOP.5fe7bd0a.000ab8a8	user_options->rp_gen_func_max	4
TOP.5fe7bd0a.000ab8a8	user_options->rp_gen_func_min	1
TOP.5fe7bd0a.000ab8a8	user_options->rp_gen_seed	0
TOP.5fe7bd0a.000ab8a8	user_options->runtime	0
TOP.5fe7bd0a.000ab8a8	user_options->scrypt_tmto	0
TOP.5fe7bd0a.000ab8a8	user_options->segment_size	33554432
TOP.5fe7bd0a.000ab8a8	user_options->self_test_disable	0
TOP.5fe7bd0a.000ab8a8	user_options->slow_candidates	0
TOP.5fe7bd0a.000ab8a8	user_options->show	0
TOP.5fe7bd0a.000ab8a8	user_options->speed_only	0
TOP.5fe7bd0a.000ab8a8	user_options->spin_damp	0
TOP.5fe7bd0a.000ab8a8	user_options->status	0
TOP.5fe7bd0a.000ab8a8	user_options->status_json	0
TOP.5fe7bd0a.000ab8a8	user_options->status_timer	10
TOP.5fe7bd0a.000ab8a8	user_options->stdout_flag	0
TOP.5fe7bd0a.000ab8a8	user_options->usage	0
TOP.5fe7bd0a.000ab8a8	user_options->username	0
TOP.5fe7bd0a.000ab8a8	user_options->veracrypt_pim_start	485
TOP.5fe7bd0a.000ab8a8	user_options->veracrypt_pim_stop	485
TOP.5fe7bd0a.000ab8a8	user_options->version	0
TOP.5fe7bd0a.000ab8a8	user_options->workload_profile	2
TOP.5fe7bd0a.000ab8a8	user_options->brain_client	0
TOP.5fe7bd0a.000ab8a8	user_options->brain_client_features	2
TOP.5fe7bd0a.000ab8a8	user_options->brain_server	0
TOP.5fe7bd0a.000ab8a8	user_options->brain_server_timer	300
TOP.5fe7bd0a.000ab8a8	user_options->brain_port	6863
TOP.5fe7bd0a.000ab8a8	user_options->brain_session	0
TOP.5fe7bd0a.000ab8a8	hashes->hashlist_mode	2
